AÑO,MES,CCDD,lugar,PROVINCIA,DISTRITO,COMISARÍA,categoría,Denuncias por comisión,Valor
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,MEDIO EMPLEADO POR EL TRATANTE,M_ENGAÑO,1
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,MEDIO EMPLEADO POR EL TRATANTE,M_FRAUDE,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,MEDIO EMPLEADO POR EL TRATANTE,M_OTRO (ESPECIFICAR),0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,MEDIO EMPLEADO POR EL TRATANTE,M_TOTAL,1
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,MEDIO EMPLEADO POR EL TRATANTE,M_PRIVACION DE LA LIBERTAD,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,MEDIO EMPLEADO POR EL TRATANTE,M_VIOLENCIA,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,INSTRUCCIÓN DE LA VÍCTIMA,P3_NO ESPECIFICA,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,INSTRUCCIÓN DE LA VÍCTIMA,P3_TOTAL,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,INSTRUCCIÓN DE LA VÍCTIMA,P3_PRIMARIA,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,INSTRUCCIÓN DE LA VÍCTIMA,P3_SUPERIOR,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,INSTRUCCIÓN DE LA VÍCTIMA,P3_SECUNDARIA,1
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,VÍNCULO CON EL TRATANTE,P4_CONOCIDO,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,VÍNCULO CON EL TRATANTE,P4_OTRO (ESPECIFICAR),1
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,VÍNCULO CON EL TRATANTE,P4_FAMILIAR,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,VÍNCULO CON EL TRATANTE,P4_CONYUGE,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,VÍNCULO CON EL TRATANTE,P4_TOTAL,1
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,VÍNCULO CON EL TRATANTE,P4_TUTOR,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,PERSONA QUE DENUNCIA,P5_OTRO,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,PERSONA QUE DENUNCIA,P5_HERMANA,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,PERSONA QUE DENUNCIA,P5_UN FAMILIAR,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,PERSONA QUE DENUNCIA,P5_MADRE,1
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,PERSONA QUE DENUNCIA,P5_TOTAL,1
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,TIPO RECLUTAMIENTO,T_TOTAL,1
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,TIPO RECLUTAMIENTO,T_INTERNACIONAL,0
2017,11,23,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,TIPO RECLUTAMIENTO,T_NACIONAL,1
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,CAPTACIÓN,C_INTERNET,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,CAPTACIÓN,C_OFERTA DE ESTUDIO,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,CAPTACIÓN,C_OFERTA DE TRABAJO,6
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,CAPTACIÓN,C_OTRO (ESPECIFICAR),0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,CAPTACIÓN,C_PADRINAZGO,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,CAPTACIÓN,C_SEDUCCION,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,CAPTACIÓN,C_TOTAL,6
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,DESTINO DEL HECHO,D_COMISARIA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,DESTINO DEL HECHO,D_DESISTIMIENTO,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,DESTINO DEL HECHO,D_FISCALIA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,DESTINO DEL HECHO,D_JUEZ,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,DESTINO DEL HECHO,D_OTRAS AUTORIDADES,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,DESTINO DEL HECHO,D_OTRO,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,DESTINO DEL HECHO,D_PENDIENTE DE INVESTIGACION,6
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,DESTINO DEL HECHO,D_TOTAL,6
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FEMENINO GRUPO EDAD,EF_DE 0 A 5 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FEMENINO GRUPO EDAD,EF_DE 30 A 59 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FEMENINO GRUPO EDAD,EF_DE 12 A 17 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FEMENINO GRUPO EDAD,EF_DE 18 A 29 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FEMENINO GRUPO EDAD,EF_DE 6 A 11 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FEMENINO GRUPO EDAD,EF_DE 60 A MAS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MASCULINO GRUPO DE EDAD,EM_DE 0 A 5 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FEMENINO GRUPO EDAD,EF_SUB TOTAL,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MASCULINO GRUPO DE EDAD,EM_DE 12 A 17 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MASCULINO GRUPO DE EDAD,EM_DE 18 A 29 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MASCULINO GRUPO DE EDAD,EM_DE 6 A 11 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MASCULINO GRUPO DE EDAD,EM_DE 30 A 59 AÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MASCULINO GRUPO DE EDAD,EM_DE 60 A MAS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EM_EF_TOTAL,EM_EF_TOTAL,6
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MASCULINO GRUPO DE EDAD,EM_SUB TOTAL,6
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FINALIDAD DEL TIPO DE DELITO,F1_EXPLOTACION LABORAL,6
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FINALIDAD DEL TIPO DE DELITO,F1_MENDICIDAD,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FINALIDAD DEL TIPO DE DELITO,F1_NO IDENTIFICADO,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FINALIDAD DEL TIPO DE DELITO,F1_EXPLOTACION SEXUAL,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,F1_TOTAL,F1_TOTAL,6
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FINALIDAD DEL TIPO DE DELITO,F1_TRABAJOS Y SERVICIOS FORZADOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FINALIDAD DEL TIPO DE DELITO,F1_TRAFICO DE ORGANOS TEJIDO HUMANO,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_ACTIVIDAD AGROPECUARIA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,FINALIDAD DEL TIPO DE DELITO,F1_VENTA DE NIÑOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_CENTRO DE MASAJES,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_ACTIVIDAD PESQUERA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_ALBAÑILERIA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_CENTRO DE PRODUCCION DE PORNOGRAFIA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_MENDICIDAD/ VIA PUBLICA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_DISCOTECA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_ESTIBADORES,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_ESTUDIO DE MODELAJE,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_FABRICA ARTESANAL DE LADRILOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_MINERIA ARTESANAL,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_NIGHT CLUB,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_OTRO/ESPECIFICAR,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_PROSTIBULO,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_SERVICIO DOMESTICO,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_SEGREGACION DE BASURA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_TALA ILEGAL DE LA MADERA,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_TOTAL,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_TALLERES PIROTECNICOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,EXPLOTACIÓN,F2_TRABAJO EN MERCADOS,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MEDIO EMPLEADO POR EL TRATANTE,M_ABUSO DE PODER,0
2017,12,2,ÁNCASH,SANTA,ANCASH,DEPINTRAP,MEDIO EMPLEADO POR EL TRATANTE,M_AMENAZA,0
